id, title, last_posted_at, created_at, updated_at, views, posts_count, user_id, last_post_user_id, reply_count, featured_user1_id, featured_user2_id, featured_user3_id, deleted_at, highest_post_number, like_count, incoming_link_count, category_id, visible, moderator_posts_count," closed, archived", bumped_at, has_summary, archetype, featured_user4_id, notify_moderators_count, spam_count, pinned_at, score, percent_rank, subtype, slug, deleted_by_id, participant_count, word_count, excerpt, pinned_globally, pinned_until, fancy_title, highest_staff_post_number, featured_link, reviewable_score, image_upload_id, slow_mode_seconds, bannered_until, external_id
3176,Possibly a late stage of a merger,10:01.1,11/5/2021 5:10,11/5/2021 5:10,82,1,446,446,0,\N,\N,\N,\N,1,0,0,5,t,0,f,f,11/5/2021 5:10,f,regular,\N,0,0,\N,1.4,1,\N,possibly-a-late-stage-of-a-merger,\N,1,43,https://www.legacysurvey.org//viewer/?ra=323.9608&amp;dec=-51.8333&amp;layer=ls-dr9&amp;zoom=16 \nlooks like a ball of threads,f,\N,Possibly a late stage of a merger,1,\N,0,\N,0,\N
9887,P-r look about it,\N,4/17/2024 11:11,4/18/2024 11:33,6,0,559,559,0,\N,\N,\N,33:21.5,0,0,0,5,t,0,t,f,4/17/2024 11:12,f,regular,\N,0,0,\N,0.6,1,\N,p-r-look-about-it,-1,1,4,(topic deleted by author),f,\N,P-r look about it,0,\N,0,\N,0,\N
3553,Interesting object - galaxy cluster lens?,\N,1/27/2022 0:28,1/28/2022 0:46,5,0,515,515,0,\N,\N,\N,46:28.3,0,0,0,5,t,0,t,f,1/27/2022 0:29,f,regular,\N,0,0,\N,0.8,1,\N,interesting-object-galaxy-cluster-lens,-1,1,4,(topic deleted by author),f,\N,Interesting object - galaxy cluster lens?,0,\N,0,\N,0,\N
8753,Interaction shells either side of this 'ordinary' looking spiral,56:32.3,2/6/2024 13:56,2/6/2024 14:00,28,1,559,559,0,\N,\N,\N,\N,1,2,0,5,t,0,f,f,2/6/2024 13:56,f,regular,\N,0,0,\N,61.2,1,\N,interaction-shells-either-side-of-this-ordinary-looking-spiral,\N,1,37,https://www.legacysurvey.org//viewer/?ra=125.3655&amp;dec=3.1681&amp;layer=ls-dr9&amp;zoom=13,f,\N,Interaction shells either side of this &lsquo;ordinary&rsquo; looking spiral,1,\N,0,\N,0,\N
9832,"Although they seem to be almost touching, in reality they're far apart (indeed, well over 10 million l.ys separates the two)",16:49.2,4/13/2024 15:16,4/13/2024 15:27,53,1,559,559,0,\N,\N,\N,\N,1,0,2,10,t,0,f,f,4/13/2024 15:22,f,regular,\N,0,0,\N,11.4,1,\N,although-they-seem-to-be-almost-touching-in-reality-theyre-far-apart-indeed-well-over-10-million-l-ys-separates-the-two,\N,1,37,https://www.legacysurvey.org//viewer/?ra=159.2669&amp;dec=20.4357&amp;layer=ls-dr9&amp;zoom=14,f,\N,"Although they seem to be almost touching, in reality they&rsquo;re far apart (indeed, well over 10 million l.ys separates the two)",1,\N,0,\N,0,\N
4229,Interesting object,\N,12/15/2022 11:34,12/15/2022 11:36,1,0,75,75,0,\N,\N,\N,36:29.8,0,0,0,5,t,0,f,f,12/15/2022 11:34,f,regular,\N,0,0,\N,0.2,1,\N,interesting-object,75,1,7,,f,\N,Interesting object,0,\N,0,\N,0,\N
3817,"Faint, extended, decidedly blue galaxy; no ID seen",32:28.1,3/22/2022 1:15,4/2/2022 7:32,132,4,216,209,1,124,414,\N,\N,4,1,5,5,t,0,f,f,4/2/2022 7:32,f,regular,\N,0,0,\N,14.6,1,\N,faint-extended-decidedly-blue-galaxy-no-id-seen,\N,4,103,https://www.legacysurvey.org//viewer/?ra=170.8060&amp;dec=13.7159&amp;layer=ls-dr9&amp;zoom=13&amp;sga-parent&amp;GCs-PNe,f,\N,"Faint, extended, decidedly blue galaxy; no ID seen",4,\N,0,\N,0,\N
9812,Dogleg 90° turn ??,42:15.8,4/12/2024 22:42,4/12/2024 22:48,29,1,559,559,0,\N,\N,\N,\N,1,0,0,10,t,0,f,f,4/12/2024 22:48,f,regular,\N,0,0,\N,0.8,1,\N,dogleg-90-turn,\N,1,37,https://www.legacysurvey.org//viewer/?ra=237.4781&amp;dec=9.8283&amp;layer=ls-dr9&amp;zoom=15,f,\N,Dogleg 90° turn :arrow_heading_down:,1,\N,0,\N,0,\N
7122,Interesting object,46:24.2,10/9/2023 14:46,10/9/2023 14:50,53,1,559,559,0,\N,\N,\N,\N,1,1,0,9,t,0,f,f,10/9/2023 14:46,f,regular,\N,0,0,\N,16.2,1,\N,interesting-object,\N,1,37,https://www.legacysurvey.org//viewer/?ra=45.8511&amp;dec=-50.4918&amp;layer=ls-dr9&amp;zoom=14,f,\N,Interesting object,1,\N,0,\N,0,\N
10294,Interesting object,\N,5/11/2024 20:55,5/12/2024 21:08,6,0,559,559,0,\N,\N,\N,08:25.5,0,0,0,5,t,0,t,f,5/11/2024 20:55,f,regular,\N,0,0,\N,0.6,1,\N,interesting-object,-1,1,4,(topic deleted by author),f,\N,Interesting object,0,\N,0,\N,0,\N
5283,Gravitational lens,57:17.9,3/30/2023 5:57,3/30/2023 5:57,55,1,124,124,0,\N,\N,\N,\N,1,4,0,7,t,0,f,f,3/30/2023 5:57,f,regular,\N,0,0,\N,91.8,1,\N,gravitational-lens,\N,1,68,"A lens that I found in the Galaxy Zoo project via the Hawii Two-O survey. \nRa, dec = 269.454938, 67.814236 \nIne :stars::dizzy: \n \nhttps://www.legacysurvey.org//viewer/?ra=269.4549&amp;dec=67.8142&amp;layer=ls-dr10-grz&amp;zoom=16",f,\N,Gravitational lens,1,\N,0,2393,0,\N
3282,Could this be a nova?,44:13.0,11/30/2021 12:03,11/30/2021 18:44,90,3,499,499,0,203,\N,\N,\N,3,1,1,5,t,0,f,f,11/30/2021 18:44,f,regular,\N,0,0,\N,8.466666667,1,\N,could-this-be-a-nova,\N,2,81,https://www.legacysurvey.org//viewer/?ra=137.5493&amp;dec=28.0315&amp;layer=ls-dr9&amp;zoom=13&amp;ngc&amp;sga-parent&amp;sga&amp;const,f,\N,Could this be a nova?,3,\N,0,\N,0,\N
7539,An in interesting area,58:41.5,11/5/2023 14:49,11/5/2023 14:58,52,2,868,559,0,\N,\N,\N,\N,2,2,0,9,t,0,f,f,11/5/2023 14:58,f,regular,\N,0,0,\N,16.4,1,\N,an-in-interesting-area,\N,2,85,Legacy Survey Sky Browser text** \nThis galaxy looks like it either has lensing or a large megallanic cloud. It also seems to have another galaxy merged with it on the left which is shrouding the main galaxy with dust.,f,\N,An in interesting area,2,\N,0,\N,0,\N
2770,"Not sure about this one, but it's odd",46:36.7,6/7/2021 11:44,6/10/2021 16:46,125,5,99,99,2,419,443,\N,\N,5,5,1,5,t,0,f,f,6/10/2021 16:46,f,regular,\N,0,0,\N,32.44,1,\N,not-sure-about-this-one-but-its-odd,\N,3,94,https://www.legacysurvey.org//viewer/?ra=22.3385&amp;dec=0.6549&amp;layer=hsc-dr2&amp;zoom=16,f,\N,"Not sure about this one, but it&rsquo;s odd",5,\N,0,\N,0,\N
1272,Two very different galaxies,26:47.0,10/21/2019 8:26,10/21/2019 8:26,146,1,99,99,0,\N,\N,\N,\N,1,0,0,5,t,0,f,f,10/21/2019 8:26,f,regular,\N,0,0,\N,0.6,1,\N,two-very-different-galaxies,\N,1,18,http://legacysurvey.org//viewer/?ra=28.2792&amp;dec=-62.4441&amp;layer=dr8-south&amp;zoom=12,f,\N,Two very different galaxies,1,\N,0,302,0,\N
8380,Interesting object,13:33.6,1/8/2024 15:42,1/9/2024 21:13,46,3,559,559,1,848,\N,\N,\N,3,1,0,7,t,0,f,f,1/9/2024 21:13,f,regular,\N,0,0,\N,7.666666667,1,\N,interesting-object,\N,2,46,https://www.legacysurvey.org//viewer/?ra=84.9968&amp;dec=-57.7451&amp;layer=ls-dr9&amp;zoom=16,f,\N,Interesting object,3,\N,0,\N,0,\N
8607,Hiding galaxy behind a star!,17:45.2,1/25/2024 13:17,1/25/2024 13:17,47,1,914,914,0,\N,\N,\N,\N,1,3,1,5,t,0,f,f,1/25/2024 13:17,f,regular,\N,0,0,\N,52.2,1,\N,hiding-galaxy-behind-a-star,\N,1,37,https://www.legacysurvey.org//viewer/?ra=17.1133&amp;dec=-85.0089&amp;layer=ls-dr10&amp;zoom=12,f,\N,Hiding galaxy behind a star!,1,\N,0,\N,0,\N
5607,Spiral Umbrella Shell,01:03.1,4/24/2023 20:08,4/25/2023 19:01,157,8,75,578,4,511,\N,\N,\N,8,7,2,9,t,0,f,f,4/25/2023 19:01,f,regular,\N,0,0,\N,22.675,1,\N,spiral-umbrella-shell,\N,3,174,https://www.legacysurvey.org//viewer/?ra=190.9269&amp;dec=16.3923&amp;layer=ls-dr9&amp;zoom=12 \nUmbrella shells aren’t generally associated with (near) perfect spiral galaxies are they? \nOr was this one already mentioned before?&hellip;,f,\N,Spiral Umbrella Shell,8,\N,0,\N,0,\N
954,Now THAT looks like a polar ring,22:17.2,1/22/2019 18:22,1/22/2019 18:22,154,1,99,99,0,\N,\N,\N,\N,1,1,0,5,t,0,f,f,1/22/2019 18:22,f,regular,\N,0,0,\N,15.8,1,\N,now-that-looks-like-a-polar-ring,\N,1,34,http://legacysurvey.org/viewer?ra=150.5357&amp;dec=11.9532&amp;zoom=14&amp;layer=decals-dr7,f,\N,Now THAT looks like a polar ring,1,\N,0,\N,0,\N
1313,Galaxy in a Bubble,\N,1/18/2020 15:54,1/19/2020 15:56,2,0,58,58,0,\N,\N,\N,56:04.4,0,0,0,5,t,0,t,f,1/18/2020 15:55,f,regular,\N,0,0,\N,0.4,1,\N,galaxy-in-a-bubble,-1,1,13,"(topic withdrawn by author, will be automatically deleted in 24 hours unless flagged)",f,\N,Galaxy in a Bubble,0,\N,0,\N,0,\N
9194,"One pink, one red",15:38.6,3/1/2024 15:15,3/1/2024 15:17,39,1,559,559,0,\N,\N,\N,\N,1,0,0,5,t,0,f,f,3/1/2024 15:15,f,regular,\N,0,0,\N,1,1,\N,one-pink-one-red,\N,1,37,https://www.legacysurvey.org//viewer/?ra=246.2222&amp;dec=9.5394&amp;layer=ls-dr9&amp;zoom=14,f,\N,"One pink, one red",1,\N,0,\N,0,\N
5380,Interesting object,42:35.7,4/6/2023 1:42,4/6/2023 1:42,87,1,559,559,0,\N,\N,\N,\N,1,0,0,7,t,0,f,f,4/6/2023 1:42,f,regular,\N,0,0,\N,1.6,1,\N,interesting-object,\N,1,38,https://www.legacysurvey.org//viewer/?ra=338.8264&amp;dec=-0.7960&amp;layer=hsc-dr2&amp;zoom=16&amp;const,f,\N,Interesting object,1,\N,0,\N,0,\N
1314,Galaxy in Bubble,\N,1/18/2020 15:58,1/19/2020 16:25,3,0,58,58,0,\N,\N,\N,25:10.9,0,0,0,5,t,0,t,f,1/18/2020 15:59,f,regular,\N,0,0,\N,0.6,1,\N,galaxy-in-bubble,-1,1,13,"(topic withdrawn by author, will be automatically deleted in 24 hours unless flagged)",f,\N,Galaxy in Bubble,0,\N,0,\N,0,\N
3668,Multi-colored lens,54:01.5,2/16/2022 21:29,11/16/2022 18:54,112,2,291,99,0,\N,\N,\N,\N,2,5,0,5,t,0,f,f,11/16/2022 18:54,f,regular,\N,0,0,\N,70.4,1,\N,multi-colored-lens,\N,2,54,There is another apparent lens in the eliptical galaxy to the left \n \nhttps://www.legacysurvey.org//viewer/?ra=243.5568&amp;dec=54.7261&amp;layer=hsc-dr2&amp;zoom=15,f,\N,Multi-colored lens,2,\N,0,\N,0,\N
3253,Bildst?rung?,04:51.8,11/27/2021 20:04,11/27/2021 20:04,80,1,185,185,0,\N,\N,\N,\N,1,0,0,5,t,0,f,f,11/27/2021 20:04,f,regular,\N,0,0,\N,1,1,\N,bildstorung,\N,1,37,https://www.legacysurvey.org//viewer/?ra=328.0908&amp;dec=11.6333&amp;layer=decals-dr5&amp;zoom=16,f,\N,Bildst?rung?,1,\N,0,\N,0,\N
5769,Interesting object,37:03.3,5/14/2023 1:16,5/14/2023 17:37,59,4,822,639,1,356,\N,\N,\N,4,4,0,5,t,0,f,f,5/14/2023 17:37,f,regular,\N,0,0,\N,25.8,1,\N,interesting-object,\N,3,202,https://decaps.legacysurvey.org//viewer/?ra=186.5539&amp;dec=-72.7025&amp;layer=decaps2&amp;zoom=16,f,\N,Interesting object,4,\N,0,\N,0,\N
432,Strong gravitational lensing candidate,25:46.4,3/12/2018 13:25,3/12/2018 13:25,149,1,9,9,0,\N,\N,\N,\N,1,1,1,5,t,0,f,f,3/12/2018 13:25,f,regular,\N,0,0,\N,52.6,0.013280212,\N,strong-gravitational-lensing-candidate,\N,1,34,http://legacysurvey.org/viewer?ra=336.5384&amp;dec=0.6949&amp;zoom=16&amp;layer=decals-dr5,f,\N,Strong gravitational lensing candidate,1,\N,0,\N,0,\N
11028,Interesting object,27:44.0,7/9/2024 7:27,7/9/2024 7:27,10,1,559,559,0,\N,\N,\N,\N,1,1,0,7,t,0,f,f,7/9/2024 7:27,f,regular,\N,0,0,\N,15.6,1,\N,interesting-object,\N,1,37,https://www.legacysurvey.org//viewer/?ra=147.9191&amp;dec=7.5095&amp;layer=ls-dr9&amp;zoom=16,f,\N,Interesting object,1,\N,0,\N,0,\N
3538,Weird ring,22:20.6,1/24/2022 17:59,1/26/2022 18:22,113,3,185,356,0,291,\N,\N,\N,3,2,0,5,t,0,f,f,1/26/2022 18:22,f,regular,\N,0,0,\N,21.93333333,1,\N,weird-ring,\N,3,80,https://www.legacysurvey.org//viewer/?ra=262.4555&amp;dec=23.3213&amp;layer=ls-dr9&amp;zoom=13,f,\N,Weird ring,3,\N,0,\N,0,\N
5463,Two ring galaxies merging?,01:58.5,4/13/2023 7:49,4/14/2023 0:01,70,3,124,511,0,639,\N,\N,\N,3,5,0,10,t,0,f,f,4/14/2023 0:01,f,regular,\N,0,0,\N,47.66666667,1,\N,two-ring-galaxies-merging,\N,3,48,https://www.legacysurvey.org//viewer/?ra=134.6389&amp;dec=37.0863&amp;layer=ls-dr67&amp;zoom=15 \nIne :stars::dizzy:,f,\N,Two ring galaxies merging?,3,\N,0,\N,0,\N
11027,"Interesting object ;?,",24:50.6,7/9/2024 7:24,7/9/2024 7:31,10,1,559,559,0,\N,\N,\N,\N,1,1,0,5,t,0,f,f,7/9/2024 7:31,f,regular,\N,0,0,\N,15.6,1,\N,interesting-object,\N,1,37,https://www.legacysurvey.org//viewer/?ra=147.7529&amp;dec=8.4157&amp;layer=ls-dr9&amp;zoom=16,f,\N,"Interesting object ;?,",1,\N,0,\N,0,\N
9615,Do you see the backhoe in the residuals images,23:39.7,4/2/2024 6:23,4/2/2024 6:23,32,1,787,787,0,\N,\N,\N,\N,1,1,0,5,t,0,f,f,4/2/2024 6:23,f,regular,\N,0,0,\N,16.2,1,\N,do-you-see-the-backhoe-in-the-residuals-images,\N,1,39,https://www.legacysurvey.org//viewer/?ra=186.5493&amp;dec=12.9466&amp;layer=ls-dr9-resid&amp;zoom=16,f,\N,Do you see the backhoe in the residuals images,1,\N,0,\N,0,\N
3628,Interesting object,18:17.7,2/8/2022 21:18,2/8/2022 21:18,98,1,185,185,0,\N,\N,\N,\N,1,0,0,5,t,0,f,f,2/8/2022 21:18,f,regular,\N,0,0,\N,1.2,1,\N,interesting-object,\N,1,36,https://viewer.legacysurvey.org//?ra=309.4801&amp;dec=-61.9144&amp;layer=ls-dr9&amp;zoom=12,f,\N,Interesting object,1,\N,0,\N,0,\N
5780,Interesting object,52:49.4,5/16/2023 20:52,5/16/2023 20:52,62,1,559,559,0,\N,\N,\N,\N,1,1,0,9,t,0,f,f,5/16/2023 20:52,f,regular,\N,0,0,\N,16.4,1,\N,interesting-object,\N,1,38,https://www.legacysurvey.org//viewer/?ra=213.4249&amp;dec=8.2203&amp;layer=ls-dr9&amp;zoom=14&amp;const,f,\N,Interesting object,1,\N,0,\N,0,\N
8453,Interesting object,29:08.5,1/12/2024 16:48,1/13/2024 14:29,60,5,559,559,3,848,1,\N,\N,5,6,0,9,t,0,f,f,1/13/2024 14:29,f,regular,\N,0,0,\N,22.4,1,\N,interesting-object,\N,3,101,https://www.legacysurvey.org//viewer/?ra=187.0527&amp;dec=6.8177&amp;layer=ls-dr9&amp;zoom=15,f,\N,Interesting object,5,\N,0,\N,0,\N
2372,Strong interaction,17:11.9,4/24/2021 10:17,4/24/2021 10:17,84,1,99,99,0,\N,\N,\N,\N,1,0,0,5,t,0,f,f,4/24/2021 10:17,f,regular,\N,0,0,\N,1.2,1,\N,strong-interaction,\N,1,37,https://www.legacysurvey.org//viewer/?ra=337.8734&amp;dec=1.7354&amp;layer=hsc-dr2&amp;zoom=15,f,\N,Strong interaction,1,\N,0,\N,0,\N
2727,Voorwerp?,52:51.0,5/24/2021 12:12,5/24/2021 16:52,107,2,348,124,0,\N,\N,\N,\N,2,0,1,5,t,0,f,f,5/24/2021 16:52,f,regular,\N,0,0,\N,4.5,1,\N,voorwerp,\N,2,119,https://www.legacysurvey.org//viewer/?ra=349.2285&amp;dec=-2.7239&amp;layer=ls-dr9&amp;zoom=16,f,\N,Voorwerp?,2,\N,0,\N,0,\N
7637,Interesting object,20:18.9,11/11/2023 15:20,11/11/2023 15:20,44,1,559,559,0,\N,\N,\N,\N,1,1,0,9,t,0,f,f,11/11/2023 15:20,f,regular,\N,0,0,\N,16.4,1,\N,interesting-object,\N,1,37,https://www.legacysurvey.org//viewer/?ra=192.3820&amp;dec=25.9929&amp;layer=ls-dr9&amp;zoom=16,f,\N,Interesting object,1,\N,0,\N,0,\N
6939,Interesting object,57:25.3,9/22/2023 22:57,9/22/2023 23:23,40,1,559,559,0,\N,\N,\N,\N,1,0,1,10,t,0,f,f,9/22/2023 23:23,f,regular,\N,0,0,\N,6,1,\N,interesting-object,\N,1,37,https://www.legacysurvey.org//viewer/?ra=59.6450&amp;dec=-61.4824&amp;layer=ls-dr9&amp;zoom=16,f,\N,Interesting object,1,\N,0,\N,0,\N
9028,Single-armed spiral,40:12.7,2/22/2024 17:40,2/22/2024 17:40,47,1,559,559,0,\N,\N,\N,\N,1,2,0,10,t,0,f,f,2/22/2024 17:40,f,regular,\N,0,0,\N,31,1,\N,single-armed-spiral,\N,1,37,https://www.legacysurvey.org//viewer/?ra=38.4821&amp;dec=-21.0435&amp;layer=ls-dr9&amp;zoom=14,f,\N,Single-armed spiral,1,\N,0,\N,0,\N
4685,Interesting object,33:03.8,2/9/2023 1:27,2/14/2023 0:33,102,3,559,559,1,639,\N,\N,\N,3,3,0,7,t,0,f,f,2/14/2023 0:33,f,regular,\N,0,0,\N,18.46666667,1,\N,interesting-object,\N,2,52,https://www.legacysurvey.org//viewer/?ra=23.7984&amp;dec=-23.4731&amp;layer=ls-dr9&amp;zoom=15&amp;const,f,\N,Interesting object,3,\N,0,\N,0,\N
